,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
248,jv4uq0dsihc3qv9owgx0jw,stauffenberg,schwieger,hitler,krieg,juden,ausrottung,volksempfänger,m26bnnjcq,vssbfgojq,dushmhs3yfqqwu8eh0tiga,grynszpan,kbfpwh0uikikabur9in_mw,november,attentat,rede,kriege,hj_nn6vztxgmolp5voxcdg,pazifismus,bürgerbräukeller
249,synagoge,synagogen,krumbach,jowivlgfk1fslhiqg,sühneleistung,4rdblwh06ias0cwfgw,wza9,rgh,brannte,juden,heute,gartex,fnslfgcfyhwwmlneoky,ztuad2pjhle5jzg,november,jüdische,uq,nie,11,ys
250,bruder,zwillingsschwester,schwester,geschwister,jh7y9dk1utmpzud3ihbyzq,nah,hans,weit,ddsrenec4wmkypsmp53xsw,ja,distanz,brüder,gealbere,hvoyvxfjiyhbvykpau9,sxu2tj5r0kcagdiwryi_tw,rekonstruktion,enge,nein,sophie,momenten
251,hans,lindwurmstraße,muth,herold,münchen,gytxzmmmqmtgvu6x4q,wohnung,lis,hauptmann,mandlstraße,sophie,gewohnt,kaserne,reißverschluss,r62tui5p1nxfpqrb54yibw,zusammen,genießt,besoldung,beide,schön
252,familie,halt,elisabeth,freunde,fz3zgmstdnb3jdaxhrtnzg,robert,scholl,zeiten,immer,abwahl,familienmotto,gibt,werner,fortbildung,daraufhin,ssqzq1rhnhn5v0_cf,johw,bürgermeisters,tübingen,sophie
253,hans,wintersemester,barbara,villa,scholl,cwxukkyy3uun8aqxrm2crq,uzki4ac6r94gv5tw6exgjg,münchen,november,sophie,stattgefunden,muth,463,beuys,brief,treffen,wohnung,beschädigt,ellermeier,interpretieren
254,cfc8n6k_9htaz8nerde_uq,elisabeth,werner,leipelt,urteil,eltern,scholl,sophie,lafrenz,hans,familie,traute,besteht,vollstreckt,leichtigkeit,caafdgykmzc0dllsln17mg,krieghofer,abartigen,kartenspielen,sehe
255,elisabeth,cwxukkyy3uun8aqxrm2crq,cfc8n6k_9htaz8nerde_uq,interview,werner,sophie,owmanvsqgchiolmdvybsca,bleistift,sibylle,aufräumen,scholl,teerfarbe,ja,bassler,unterhaltung,ghettos,inge,besuch,müsse,half
256,geschlafen,hissen,nacht,filmaufnahmen,übernachtet,gewohnt,aufnahmen,zimmer,bad,auto,alten,kind,glyptothek,ku4c92whicselaqd8n,maximilianstraße,reisebusses,gka,wohnung,übergangsweise,nationaltheater
257,muth,eickemeyer,todt,atelier,professor,reichenhall,harnack,vervielfältiger,manfred,josef,11,söhngen,carl,hans,bad,architekt,ot,rose,scholl,freigesprochen
258,sophie,alex,_fb,plskrdy67cosyk6swa,wein,kater,schwärmte,zuneigung,rundfunkprogramm,kriegsjahre,bohnenkaffee,schwärmerei,münchen,263,getanzt,goebbels,fritz,00,schmorells,scholl
259,wohnungssuche,wohnung,feldbetten,echtzeit,sikusyj8gcv8xmc,wpxi4d4dtkchekdlqswrbg,wohlhabend,wylwqq,atelier,wohnungen,sophie,qjb8jmcaviilvgkayskrgq,geld,schon,1942,hans,reihenfolge,auffällig,getrunken,ereignisse
260,aufnahmen,soldaten,hjmrbq1d3qmeg1npg6qa,fotografen,alex,ja,schnee,juden,kameras,täter,schon,rekrutiert,w89ewagvyk969oi93m1xog,ostfront,opfer,opa,generieren,zbmumtdxlyxhqwss18ujxq,pferdefleisch,2kxdnz7g9idtfmtvfjhcra
261,daumen,daumendrücken,besichtigung,gebet,gedrückt,wohnung,bevr5nbeacmj6q,ldcbpvz8j2rboeauked9ew,knlv1ox,tóin,eingeschlichen,ja,einziehen,drücken,drückt,6vwxs3gyw,c3d,aenuyml0,hilft,faust
262,traute,lafrenz,hamburger,feiern,sachsen,dw1x5daw4ds5b3kbt29qka,glaffsgsvcxxzgogwpb3ow,müller,1943,prozess,schmorell,tanzen,alexander,überlebt,wohnung,owmanvsqgchiolmdvybsca,vgwtwb0q_04a,hib4mkmha,hans,graf
263,wänden,wand,hängen,bilder,hängt,fenster,wohnung,aufhängen,kunst,geyer,bild,kunstwerke,gemalt,ja,kmcz75pnyh2qfwdjaaag8w,entartete,zimmer,gesetzliche,wilhelm,schön
264,sabotage,brauche,ja,ruhe,feiern,zeit,sophie,mal,gahn5d7iccqvysr34apzcw,bett,wohnung,schaukelstuhl,8rvlwa,tanke,jtaoznbf2nd,cgw,gäste,gegenwärtigen,fortführung,hand
265,fritz,hartnagel,impfpflicht,hauptmann,klimapolitik,sophie,ja,scholl,fronturlaub,einmischen,rückzug,möglichst,soldaten,rt0iusmhnpfcqvvexa0lw,unwra,verlieren,coronapolitik,befehlen,q8v0ijkdrjeo2qbatpsxla,briefwechsel
266,wohneigentum,wohnungen,wohnraum,bombenangriffe,arische,wohnung,bedrängten,arisierungsmaßnahmen,wechselbad,wohnraummangel,bezahlbarer,unbewohnbar,kommunen,freiwerdende,wohnungsmarktes,verschlechterten,jüd,lebhafter,ausschmückungen,heimgekommen
267,bafög,studium,maurer,gärtner,fritz,steuerberater,nsdap,rechtswahrerbund,berufsverbot,433,wirtschaftsprüfer,ja,sophie,november,kriegsende,arbeiten,scholl,ausbildung,brief,beruf
268,willi,graf,saarbrücken,f8g,b5zjklhaggtix2ze3s,lknxeakbcdx9zetkx5nqq,vertrauen,umtriebe,bündische,hans,ja,hitlerjugend,bündischen,verweigert,katholisch,bpeyh9b5wzyruit6veeeha,hib4mkmha,vgwtwb0q_04a,jugend,bauchgefühl
269,sd,akten,pb5k7gk9196wb2efdt2psq,rotwein,uzz4soxyh8kczy5wexyr0w,7bxspxqhotlhljy3iep92g,zigarette,sophie,jtaoznbf2nd,cgw,8rvlwa,sicherheitsdienst,zigaretten,gespräche,mdr,berichte,hans,philosophische,homosexualität,redensart
270,k5s6jb5r5g,zkzp0kqyatc,vs,projekt,teamsoffer,doe1wtooj3mketaif5hq,umtriebe,hhmz_krfkw843754bigcag,imkxjxn2gzj3iczq0w2hlq,mut,slug,6v_59efwdezuva,menschen,aussichten,video,lob,bündischer,vielen,düsteren,hib4mkmha
271,willi,socken,sophie,aufräumen,gleichberechtigte,graf,gesprächspartnerinnen,ja,geschirr,unordnung,frauenbild,zimmer,hib4mkmha,vgwtwb0q_04a,putzfrau,kram,rumliegen,liegen,immer,traute
272,armee,sowjetische,wehrmacht,fritz,kontrolliert,wunschtraum,hartnäckig,kartoffeln,rommel,feldpost,verlegung,liest,tag,afrika,vernichtungskrieg,stalingrad,soldaten,umrüsten,ztr,kartoffelkeller
273,saustall,arbeitsverbot,anstrengende,heiteren,neigt,frechheit,schlag,skeptisch,montag,beobachtet,vermeiden,hinterlassen,gefreut,beziehen,meinewoche,kam,komm,schlechte,größten,fritz
274,brote,schmieren,frauenbild,rollenverteilung,sophie,hunger,schnittchen,herren,iss,brot,widerstandsbewegungen,aufräumen,tisch,rollenbild,vgwtwb0q_04a,hib4mkmha,beuys,jungs,schon,essen
275,leibniz,huber,professor,j1ophd1xz8j0uymqujzwwa,kurt,hingerichtet,auen5ib71aqn3f0oftlsua,1943,scheffel,rose,graf,vorlesungen,ernst,wurde,schmorell,fallbeil,einschüchtern,zulauf,za0sekgooma_wnck5sf5xg,expertise
276,vermieterin,vermieter,wohnung,symbol,ja,schmidt,willi,schloss,schon,ungarn,y8gggzgfssab5i3mwqw_da,vgwtwb0q_04a,hib4mkmha,sophie,wurde,schlüssel,frau,ybrcr_tpf6g9z04s44kk5a,schenkeln,drehende
277,willi,frau_kapuze,papier,sophie,frauenbild,anerkennung,ravensbrück,8og,_sjjwlbvgn8dp269bg,frauen,rose,scholl,graf,hartmutjannis,geschlechterrollen,offensichtlich,gruppe,hätte,belege,maren
278,sophie,helden,tbnqfmek6tzjinaewqyw1w,daherkäme,pistole,susanne,liegenschaftsamt,übermut,mut,frau,hirzel,dezember,samberger,menschen,hitler,erschießen,vielen,leo,mutige,starke
279,hirzel,2kyyigisrxfwfwfool2iaq,hansi,hans,sophie,scholl,inge,2deock7vinl2q,qzaxv7k0,rose,ja,hib4mkmha,vgwtwb0q_04a,8muigzqt0ir7,xtz8vypqa,f9ptedclyvhlrzvtypwuzw,sztójay,schon,planungen,februar
280,konzerte,musik,konzert,swing,inge,leist,klassische,ja,dushmhs3yfqqwu8eh0tiga,ilcq_dtfh,wx4httef6rcg,rundfunkprogramm,jazz,stücke,goebbels,musikrichtung,feldpostpackl,nlh5lsxie427kjxemyrw,00,wurde
281,griechenland,italienische,papier,huber,liegenschaftsamt,italienischer,rom,juden,fijn,9gxmtzpnn,sinterklaasfeest,geschätzter,bz2yzeq4bpqw,259,helligsten,vorläufiges,gesamtgebiet,entwenden,einheitliches,05
282,traute,fleisch,schwarzmarkt,ckacr7w7hp_ca,wurst,1_xbpbou,unerlaubte,lebensmittel,lafrenz,lebt,besorgen,lebensmittelmarken,unerlaubten,171,rationiert,herunterzuspielen,normann,5z3wmhvbu_vvizfsaawh3q,l2ei3_gfuz0wbzykg,qp
283,briefmarken,fritz,sophie,wtjmbu6l7ldmlm7snvg3jg,okscdhi_knrhw7vhi6vhnw,hib4mkmha,vgwtwb0q_04a,lila,benötigten,mengen,krieg,scholl,blütenblätter,f6iq3z_,ok5vu5swzcjd_q,9ze_e8htaybx6dn5v4o_ka,2001,innen,postamt,_jpfvtgiu958uoxmf1oecq
284,eccav4qdee,7wxhktn8hya,sa9cf9sufijm8szivmnhww,verstellt,vergleichen,vergleich,briefmarken,maßnahmen,finanightmare,plattformtypisches,wissenschaftlich,ns,frage,element,situation,verfolgung,demonstration,pearl,harbor,waisen
285,kapelle,harnack,rote,boysen,schulze,arvid,mildred,harro,roten,falk,wurde,coppi,libertas,gruppierung,fish,organisation,scheliha,funker,widerstandskreise,dushmhs3yfqqwu8eh0tiga
286,schlüssel,wärmflasche,vermieterin,schloss,leipelt,siebhirn,ausgesperrt,generalgouvernement,schusselig,ja,vermieter,katharina,1vdjnfec1vpuqp0jnnl4oq,frrhxnab6ksj6cducahm9g,durchgefroren,schon,heiß,mieter,sophie,tür
287,traute,ilovmxfsufxucutx3varsw,makeup,punkte,reichskleiderkarte,hamburger,lafrenz,gzrjxl6ldrhlx7vtrwvwyw,karte,rose,7hvgkcjww2ya_wvl4thciq,leipelt,kucharski,weißen,pullover,kleidungsstück,wurde,hamburg,kauf,ja
288,weihnachtskerzen,kirche,gottesdienste,ursula,kerzen,st,gottesdienst,kaiserplatz,auswanderung,ablehnende,besinnung,ja,haltung,katholische,gebet,zunehmender,2k5fuewbx9gh6wdanhgr1g,pd1hy_xabxdad_gzz9acma,fritz,reife
289,schild,jüdin,monaten,riesenblase,etagenwohnung,aufgestochen,rap5phxilvnkac82apzvfa,befriedigende,leidlich,hausbewohner,hausglocke,moniert,hausklingel,allabendlich,unehre,vierstöckigen,ausgehoben,geheimnisvolle,judenkolonie,zusammenkamen
290,grimminger,klingenbeck,wurde,eugen,geld,echtzeit,hans,scholl,sophie,i6eys2fg9uwtcoxv7mpuqg,grimmingers,jenny,teamsoffer,flugblätter,rose,mama,wurden,vgwtwb0q_04a,hib4mkmha,juden
291,fritz,h6cg,_yfivwk9a8blociys,adresse,brief,sophie,briefe,verdun,päckchen,stalingrad,immer,jvl3swwgr84argw8h1xxnw,postamt,975,hässlichen,i6eys2fg9uwtcoxv7mpuqg,krieg,oma,briefeschreiben,fleck
292,schmetterling,traumdeutung,traum,000,leichtigkeit,freud,traumdeutungen,raupe,deuten,fromm,träume,juden,freiheit,sophie,symbolik,greueltaten,hokuspokus,verwandlung,träumereien,arbeitsunfähige
293,geheimsprache,sikusyj8gcv8xmc,wylwqq,rauchen,wohnung,iukraddyva,ftbdaclkiww,flugblätter,zigaretten,gn3yd2zff0nnojj_xrba,bewusstes,versandt,uzki4ac6r94gv5tw6exgjg,teamsoffer,stoßen,rww9gejbzaumevaqj6ihiq,hib4mkmha,vgwtwb0q_04a,fürs,durchsuchung
294,69qwxjfar0ha81yuy1y8zq,dushmhs3yfqqwu8eh0tiga,sophie,wohnung,verhört,schloss,gut,gestapo,tl8ww,3vwtw7cfy2_ksnhi,witwe,angst,hans,folter,verhaftung,fisch,geraucht,vermieterin,rechnen,k5yy4yvcagciixlbbxh
295,montessori,pädagogik,scholl,unerfahrenheit,gust,fröbel,j73hyfzen1cubwdvddktiq,fehler,sophie,probst,owmanvsqgchiolmdvybsca,hans,widerstandstätigkeit,engen,freundschaften,christlich,ns,ungerechtigkeit,machten,christoph
296,nationen,vereinten,alliierten,lkkrwls,xywbwoh7qrnjjq,blankenstein,zeitungen,vy59rwhsurxw8dd0eyoyea,deutschen,telegraph,32ebyl4d1kthqhqsctrvkq,weuei48sa4cvookeamgczw,0uiwfoycq4emmnpxzrkraq,englische,holocaust,daily,van,10,ahnungslosen,nrc
297,szenario,niederlage,fritz,wunsch,ja,vöglein,wünscht,sieg,xfwdijqwxbpr0rdt8ipjnw,fenxp9fzk8dolid1yagyoq,flugplatz,kriegsgefangenschaft,kriegslärm,9ctoomwmnczbtkla66nemw,weihnachtswunder,f2lecmfetypvgbtzm9u4yq,c3d,6vwxs3gyw,aenuyml0,haltung
298,gasmasken,angriff,masken,gasmaske,maske,alarm,angriffe,sophie,the,erlebt,volksgasmaske,gas,fjvlvjd1jlaeu5ntvua,gab,of,keller,hall,giftgas,to,angst
299,weihnachten,anhalter,klappt,fahrkarten,vwel86acslm_cszextkelw,harnack,2h,xaejklnqjlbqc4gj,karten,familie,gq,morgen,coppi,like,sophie,ergänzungen,reichsbahn,hans,g3_vuu16imgn_keubethtg,arvid
300,weihnachten,familie,frohe,besinnliche,weihnachtsfest,wünsche,verbringen,zeit,genießt,tickets,feiertage,freue,jahr,weihnachtszeit,feiern,fahrkarten,feiere,zusammen,reichsbahn,gesegnete
301,weihnachten,heimat,ulm,km,familie,weggezogen,lebe,frohe,hause,jahr,schaffe,feiertage,mal,gezogen,weihnachtszeit,ich,fahren,fahre,_3jh0wrg1egfg9e6qu7fqg,schöne
302,weihnachten,lametta,weihnachtsfest,geschenke,gebügelt,frohe,baum,fest,frohes,1avwudl4xcorypbvzzi3ua,geschmückt,bescherung,heiligabend,wünsche,julfest,jahr,christbaum,xfpulli57cfuc5r29ipwog,schmücken,früher
303,weihnachten,weihnachtsringsendung,frohe,sendung,singen,stille,stalingrad,80rxby2wvz,zdvwbw5xeuw,dushmhs3yfqqwu8eh0tiga,soldaten,nacht,vati,uyf6sp_dra4qbz_3adlgba,dxcxigkbljzfkroup7vxsw,manü,heimat,h7kmzutymvssnfvg4fw_aw,aufnahmen,weihnachtslied
304,weihnachten,frohe,sophie,um2yniw_u6wwxszx,4wo4w,weinen,immer,kwyh,dcnor9kiipf5kcsuv9betw,z7__8tj41m0kzi9la,gesegnete,rykv5hsdiqjdhorjv4dsgw,weihnacht,wc6xhgpiukshbf7xq20zdq,front,fritz,sbo,ixehnp1illqxg4ifw,werner,feiern
305,weihnachten,vermisse,sabotage,fritz,meine,1auah4b0gkverrp2pntjgq,wünsche,letztes,dv6ufyroauak6dupimmglg,hartnagel,jahr,gestorben,feiern,frohe,familie,ja,verbringen,infanteriebataillon,dce1dunpozxygynyxplvxg,weihnachtsfrieden
306,weihnachten,feiern,bräuche,julfest,christkind,ja,weihnachtsmann,holle,christlichen,germanischen,christentum,weihnachtsfest,kirche,christliche,jesus,zeitschrift,usm_wg,9jz_soq_fil71gs,nikolaus,geschenke
307,eyqz5q19sc2yjxv3vztdog,weihnachten,alliierten,gasmasken,bildlich,englisch,englische,otl,durchgeführt,verbringen,befindet,tonaufnahme,lerntediese,einstimmen,gebackener,gelbsuchterkrankung,183ff,wash,geschmückte,giftgasangriff
308,gisela,lisa,krauchenwies,schertling,weihnachten,freundin,treffen,bevo,sophie,freunde,lisas,scholl,bier,ja,hans,treffe,zeit,alten,maßnahme,lkerung
309,kohlenklau,kohle,brettspiel,frieren,sophie,druckluft,energie,kohlen,benzin,heizen,to,lagerärzte,hohnhausen,bergbau,jagd,him,scholl,hib4mkmha,vgwtwb0q_04a,vnw347riqqbakaogb5wnva
310,seelenheil,gott,liebe,sophie,fritz,sexualität,strafbar,sex,geschlechtsverkehr,hib4mkmha,vgwtwb0q_04a,ja,verspielen,freiburg,jesus,willen,prostitution,bordellen,praxis,c3d
311,silvester,familie,jahreswechsel,freunden,jahr,feiern,feiere,neue,tphkvkyyywuo,qjrz,k_dw,rutsch,freunde,c72vvqqfthbtpqky4dqkfg,ausklingen,wodka,spieleabend,pyramide,ruhig,weihnachten
312,fritz,brief,musik,foto,hartnagel,sophie,willi,briefe,rudi,scholl,schmerzliche,schnulzig,gebiet,album,geschwind,radio,ungeduld,owmanvsqgchiolmdvybsca,graf,abend
313,schrift,frakturschrift,fraktur,verwendung,karpfen,jahreschronik,schwabacher,frakturschriften,rutsch,mi9h0qy,ekri_6m6zwbzsq,jänner,völkischen,januar,wünsche,gesundheit,fischwirtschaft,nationalbibliothek,beobachter,aussiedlung
314,fisch,trigger,kmaoph8ttqrgqlqkyufawa,karpfen,triggerwarnung,triggerwarnungen,ausnehmen,ausgenommen,fisches,snowflake,ärgern,9nmdb0wfxep,k0mzymg5qborhjnua_dlqq,gc3dgxsscg,xh1q7sqrxvfo6tedwjj0tq,ja,küche,getriggert,menschen,hervorgerufen
315,frohes,neues,jahr,silvester,schnee,neujahrsspaziergang,neujahr,geschlafen,bett,verbracht,wünsche,mitternacht,januar,friedlichen,sophie,halb,abend,juden,spaziergang,familie
316,ekwa,59ent3kp1df,ntdzu,dkiswr3kiwwakxj9qqai,v2,eywecpwibjuvehrzcpq,sophie,enden,endet,y4mfhikg6b4t03pnzxnxyw,leben,krieg,erspart,geschichte,ntqinxwa1zrmujoc3mifkw,wünschte,rose,dushmhs3yfqqwu8eh0tiga,hätte,f2lecmfetypvgbtzm9u4yq
317,krauchenwies,gisela,sophie,zigaretten,heuhaufen,nichtsophiescholl,schertling,hans,reichsarbeitsdienst,rauchen,karte,frauen,arbeitsdienst,scholl,55,einbeziehung,sigmaringen,beziehung,1941,münchen
318,festland,schwimmblase,zweifelich,friedlicheres,drstell,geschnulze,einerheikeganz,kriegsfreies,schnulzig,auszunehmen,verleiten,sentimental,karpfen,brav,gesegnetes,neujahr,grübeln,lesbar,nutze,wiederzusehen
319,51,zdkflxomqupzyuwhkvwxtg,dxaptkfw7zwepnol5dynbg,sophie,yehctlj7ocaskopl2t9fhq,studentin,klimawechsel,liebesdienste,entwöhnt,mutters,darm,gewissem,alleinsein,selbständigkeit,immer,genossen,scholl,querdenker,ausgehe,daheim
320,rauchen,zigaretten,raucherkarte,frauen,alkohol,ungesund,tabak,raucherkarten,rauchverbot,verbot,verbieten,gesundheit,entscheiden,schädlich,ja,raucht,geraucht,schwangerschaft,25,kampagnen
321,vervielfältiger,fq,fml79j,qdvdmnqapnwk,flugblätter,drucker,vervielfältigungsapparat,drucken,l8psgoqdub92po1uiwjuxq,roto,zzeewjeneoraeqxaycq3sg,zfjl31hxorlmfvwzzijvog,1943,modell,matrize,apparat,kopierer,wien,traute,angestellt
322,traute,vervielfältiger,lafrenz,rm,4oezsh6jq,drwususals9g,240,flugblätter,gedruckt,iv,61047,z8bwnhnfvbnqwc_r9zssua,elitedenken,rose,gebildete,wider,102,vi,besorgen,reichsmark
323,adressen,flugblätter,flugblatt,briefmarken,sophie,geld,widerstand,erreichen,wurden,empfänger,georg,riskant,großadmiral,lkuwbzruyzdycuq8wcpwgg,inbfjmyetjqnittcke5uia,rose,teamsoffer,szwkd5a,7xahn,fmckwrkt
324,plakat,kunst,sabotage,plakate,künstler,propagandaplakat,dix,propaganda,sophie,m0rpmdradkgdybbcvwc_vg,ja,gruselig,krieg,otto,städte,werk,sander,bild,haltung,finde
325,willi,graf,siegfriedstraße,sabotage,hans,blume,umtriebe,logo,knoop,sowjetunion,vorbemerkung,verfassungswidriger,entfremdung,bündische,anneliese,nazipropaganda,willis,zusammenarbeiten,hast,bündischer
326,besserung,schlaf,onkel,traute,trautes,schlafen,körper,hilfestellung,ruhe,lafrenz,ausgeschlafen,102,tee,ausruhen,rose,l8psgoqdub92po1uiwjuxq,wien,zruiugbnknp_c4nff9lpqa,sonntage,84qlu8sgfpt7dwf6plizkw
327,gisela,maßnahme,schertling,35klzq4uffg9i5b_gxj9rq,the,rumänien,müßte,geheim,of,reichsarbeitsdienst,bewirkt,what,dritte,are,schertlinstrasse,fachsemester,bildwach,treasurewas,überredungskünste,gsie
328,1931,gisela,münchen,aufnahmen,schnee,1860,aufmarschplatz,tsv,königsplatz,platz,e_tdpusgrrluqtruw0dprq,nsdap,grau,1933,maßnahme,umgestaltet,ehrentempeln,bummelnden,architektonisch,vereinsgeschichte
329,52r_q1uhr6dydrljrdv8kq,auffangen,fallbeil,respektlos,4psozsuzzkfcw_5hcqyn7w,scheisshalloes,5af7xoep5i1iawlyaksiaq,6dq,demonstrationszüge,ü12,habenverstehe,aw7ae4_k8wahu_xong,dürfen,verwurzelt,rückschläge,ungut,erfahrt,aufgegangen,bitteschön,alleingang
330,grünkohl,pinkel,gisela,qenx0vh8e11czc4bdmukvq,norden,kohl,kochwurst,kohlkönigin,c9wnmscs89pudrajrnst5w,oldenburger,oldenburg,leipelt,wurst,bremen,hans,gemüse,knipp,koop,nöt,bregenwurst
331,sophie,verbergen,angst,opz0334cndd347q5qywrow,geschichte,studierende,flugblätter,projekt,pmwricxb9bfpiyvlkbntva,kollegium,studierenden,flugblatt,februar,ende,januar,teamsoffer,endet,wurde,11,seid
332,nc4dpglwe3mk48lqpc32sq,sophie,xhfiamkgij3sslkqedip2q,kapelle,harnack,wurde,scholl,projekt,hans,mildred,weiß,hinrichtungen,naiv,coppi,leugnungsstrategie,hingerichtet,schon,angst,geschichte,tag
333,gisela,allach,0mzwsftywj5tr0m4alqxpa,schertling,dachau,wildau,bmw,münchner,katechetin,konzentrationslagers,000,1943,münchen,märz,machbarkeitsstudie,ausbildungen,heusler,belehre,erinnerungsstätte,b4xugcfr3xtmsezffpbstw
334,gisela,vorsichtig,harnack,naiv,uhr,falk,freundschaft,trauen,ja,8nono2pdt0yydl,4rkawtw,frauenschaft,jüdischen,zweifel,familie,sophie,5plfturab14u2zx7ouimuq,dicker,viele,menschen
335,yk8tcgzwkqcmdmzgh34kag,kodj6hrovmdf4etelfknjw,mutig,cn86h8iuwdwteoirtj4nda,hermine,7bpyhv7nhelkgqtprovdqg,the,sophie,rohingya,lesser,dyteahp8wuvg,mdwsxvjw1,mut,straße,nesthäkchen,7b0mgawjfcfmao0qor7hig,ja,facebook,willi,wäre
336,studentinnen,frauen,nc4dpglwe3mk48lqpc32sq,dänemark,juden,04,dänischen,giesler,gau,ja,willi,oberbayern,tagebuch,studenten,menschen,wurde,c3d,aenuyml0,6vwxs3gyw,schon
337,zd9gl2bg,jwplmipm0o52s,vorlesungen,casablanca,nr,crosykmjqwwi39pzvsfa_a,konferenz,roosevelt,churchill,plan,tarnung,huber,attend,attract,1hwvix_ispicwyvstumbug,tjfjaiggi_u0cftiew_xaq,regularly,student,professor,0210ymhcecrvpgd_moooow
338,hamstern,klopapier,vorrat,nudeln,zimucn2yw0ormbvyskd0ca,hamster,plakat,frauen,hamsterin,wurde,weltkrieg,vorräte,männer,toilettenpapier,misogyn,ja,7wcuwxmccmz0rgvpvdrchw,horten,immer,einkaufen
339,flugblatt,juden,flugblätter,neubesetzten,sophie,wortlaut,eingeweiht,gebiet,staatsangehörigen,aufgaben,bpb,rose,französische,lichtschein,finalisiert,wachem,augenringe,pl5tv5n8zgqbsjludjkuqa,flugblättern,000
340,harnack,arvid,anständig,intelligent,636,falk,mildred,transport,nummern,häftlinge,dezember,nazi,verurteilt,sturmmann,87378,belorussen,eingewiesene,87168,87709,anständigkeit
341,udgbxvlmt2okhqabtnbr0q,sophie,mjvyv9lb3hu1kwc0hmogfw,flugblatt,marseille,menschen,flugblätter,hans,qp3iapsdtkjsazz35x6uig,rose,scholl,januar,gibt,etwa,bekannteste,17,auschwitz,bürgers,hervorhebung,1943
342,homosexualität,175,lesbische,homosexuelle,frauen,paragraph,vnfwt5vfttqiinapvdad0g,paragraf,handlungen,männer,1994,wurde,befremdlich,bundeswehr,stgb,brd,homosexueller,männern,vejzmwi9m5ohf6wcca68lg,hans
343,marseille,fritz,1943,hartnagel,sophie,nfge2raw,oj_n24tlom108,brief,18,sterne,680,162,588,386,125,auschwitz,gezeichnet,usf,bereinigung,81
344,fritz,sophie,dhq8,vrxzqmvtdc_cwbmja,paulus,elisabeth,wurde,kfxymbwzq1lts4mkmb3wqq,scholl,stalingrad,plattformen,4ewnjeoc1f0g0zmwbwak_a,ehrenarier,viu,3v08ic4qdhg8knx5wg,brief,juden,jud,4j45abpfz6jguzm3weh8va,eid
345,swing,memmingen,stalag,vii,kids,verhört,flugblätter,memminger,hirzel,romanzen,gestapo,rose,gefangene,hansi,sophie,errichteten,frppy9bmdq2deqnyq,6y2f,tübingen,scholl
346,gisela,netiquette,hans,schertling,werbung,traute,accounts,ja,lm1juczmv2vasxwvl9fl5g,pauschale,gestapo,lafrenz,mitwisserschaft,teamsoffer,nlifdppjsdpd5jlmgvdfva,wurde,absprechen,scholl,hib4mkmha,vgwtwb0q_04a
347,emotionalität,flugblatt,bildungsprozess,sophie,flugblätter,projekt,geschichte,scholl,j3hemmgo78vpn_vydd7pia,ttomr9n7dtzu6as1p5l,demokratiefähigkeit,hans,haecker,personen,vgwtwb0q_04a,hib4mkmha,wurden,1943,rps1ojomxmisxwibmag,befähigung
348,kopfschmerzen,tu0w,yi0zx0r1bxafdq5yx,hilft,trinken,schläfen,frische,luft,pfefferminzöl,kaffee,sophie,wasser,anspannung,tee,zitrone,besserung,spaziergang,ruhe,pervitin,bayer
349,karcz,aumeier,jan,minute,flugblatt,sieg,landsleute,schutzlagerführer,390wurde,kavalleriedepartements,23569,auschwitzprozess,v23,stechende,tribunal,polens,oberst,auslieferung,krakauer,gbsqa2awgrfhlhrntpgfdg
350,schnee,aufnahmen,englischen,garten,monopterus,berge,auschwitz,juden,judenmaßnahmen,eingewiesen,rijdqzkmuqkev6xwoyvt1w,häftlinge,januar,gaskammern,staatsangehörigkeit,1943,sd,rechtevorbehalt,schneetagen,schlitten
351,liebe,gisela,casablanca,widerstand,hans,konferenz,1943,roosevelt,churchill,eingewiesen,wichtigste,alliierten,frauen,auschwitz,leben,probst,ja,männer,stalin,januar
352,kondome,abtreibung,frauen,verhütung,gisela,fromm,fromms,wurde,kinder,sex,mütter,kondom,wurden,abtreibungen,lebensborn,ja,irma,hans,kindern,175
353,frauen,menstruation,camelia,ehe,ehetauglichkeitszeugnis,ddadg,wa3j1l5oth4ljkju,unfruchtbar,litt,tampons,sport,wurde,frau,aenuyml0,c3d,6vwxs3gyw,unfruchtbarkeit,periode,binden,ja
354,studierende,xwiowgpclhjgrs3rlvkfnq,rafael,studierenden,dohrn,gisela,kirche,revolutionär,1943,verplaetse,studentinnen,harald,cousin,vxtivmbjnzslx_e081ikhq,auschwitz,josé,huber,januar,katholischen,satzung
355,flugblätter,yea27llfpyl2hk0lszgxgg,sophie,ja,alexander,1943,rose,wurde,xfpulli57cfuc5r29ipwog,huber,mehr,scholl,angst,schmorell,vorlesungen,graf,ngzg9gtzqcuabva8fkpvsa,bdq4gbac2eiath4ov0_dtg,januar,28
356,alexander,schmorell,2hxfnaxwrpmrazyvw0gopw,finnischen,heiligsprechung,orthodoxe,flugblätter,c5pkleve_ti6yqphz3db9q,orenburg,ja,alex,fremden,vtrow5qeot1i5fp5y,mechanismus,neaw,freunde,gehorchen,29,widerstand,erzählt
357,januar,brand,stadium,goebbels,zersetzung,518,schichtträger,auschwitz,the,1943,week,english,97825,73ceppfdvjg9mitgf34eeq,ofw0pnt_dueokbmw4fwc8a,98151,geruch,flugblattentwurf,frauen,oranczyce
